"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","duongpho","matTienM","duongVaoM","soTang","soPhongTam","noiThat","tienIchKemTheo","phapLy","soPhongNgu","dacDiemXaHoi","huongNha","huongBanCong","duAn"
"497064","Đất nền khu dân cư","Gia Lâm, Hà Nội","Gia Lâm, Hà Nội","820 Triệu","33 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497063","Biệt thự liền kề","Thanh Xuân, Hà Nội","Khương Hạ, Thanh Xuân","6,59 Tỷ","50 m²","05/08/2020","19/09/2020",,,,"5","4",,,,"6",,,,
"497062","Nhà riêng","Láng Hạ, Đống Đa, Hà Nội","Vũ Ngọc Phan, Láng Hạ, Đống Đa, Hà Nội","8,45 Tỷ","48 m²","05/08/2020","04/10/2020","Vũ Ngọc Phan",,,,,,,,,,,,
"497059","Nhà riêng","Hà Cầu, Hà Đông, Hà Nội","Hà Trì, Hà Cầu, Hà Đông, Hà Nội","3,1 Tỷ","38 m²","05/08/2020","19/09/2020","Hà Trì",,"3","5","3",,,,"4",,,,
"497058","Đất nền khu dân cư","Trâu Quỳ, Gia Lâm, Hà Nội","Ngô Xuân Quảng, Trâu Quỳ, Gia Lâm, Hà Nội","36 Triệu/m²","51 m²","05/08/2020","19/09/2020","Ngô Xuân Quảng","5",,,,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Nam",,
"497056","Nhà riêng","Trung Hòa, Cầu Giấy, Hà Nội","Nguyễn Thị Định, Trung Hòa, Cầu Giấy, Hà Nội","7,2 Tỷ","40 m²","05/08/2020","19/09/2020","Nguyễn Thị Định","5","4","5",,,,,"6",,,,
"497054","Nhà trọ, phòng trọ","Tân Triều, Thanh Trì, Hà Nội","Triều Khúc, Tân Triều, Thanh Trì, Hà Nội","5 Tỷ","50 m²","05/08/2020","19/09/2020","Triều Khúc",,,,,,,,,,,,
"497052","Nhà riêng","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai, Hà Nội","2,4 Tỷ","25 m²","05/08/2020","19/09/2020","Hoàng Mai","3.8","5","5","5",,,"Sổ đỏ","5",,,,
"497051","Nhà riêng","Văn Quán, Hà Đông, Hà Nội","Chiến Thắng, Văn Quán, Hà Đông, Hà Nội","5,8 Tỷ","58 m²","05/08/2020","19/09/2020","Chiến Thắng",,,,,,,,,,,,
"497046","Nhà riêng","Kiến Hưng, Hà Đông, Hà Nội","Đa Sĩ, Kiến Hưng, Hà Đông, Hà Nội","2,35 Tỷ","39 m²","05/08/2020","19/09/2020","Đa Sĩ","4",,"4","3",,,,"3",,"Nam",,
"497044","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","Cầu Giấy, Yên Hòa, Cầu Giấy, Hà Nội","5,75 Tỷ","59 m²","05/08/2020","19/09/2020","Cầu Giấy",,,,,,,"Sổ hồng",,,,,
"497043","Nhà riêng","Trung Phụng, Đống Đa, Hà Nội","Xã Đàn, Trung Phụng, Đống Đa, Hà Nội","3 Tỷ","50 m²","05/08/2020","19/09/2020","Xã Đàn",,,,,,,,,,,,
"497042","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang Đại Kim Hà Nội","3,4 Tỷ","40 m²","05/08/2020","19/09/2020","Kim Giang",,,"5","3",,,,"4",,,,
"497037","Nhà riêng","Quang Trung, Đống Đa, Hà Nội","Thái Hà, Quang Trung, Đống Đa, Hà Nội","6,4 Tỷ","54 m²","05/08/2020","19/09/2020","Thái Hà",,,"5","4",,,,"4",,,,
"497036","Nhà riêng","Quan Hoa, Cầu Giấy, Hà Nội","số 155 đường Cầu Giấy Hà Nội","3,2 Tỷ","34 m²","05/08/2020","19/09/2020","Cầu Giấy",,,"5","5",,,,"6",,,,
"497035","Nhà riêng","Trung Hòa, Cầu Giấy, Hà Nội","Lê Văn Lương, Cầu Giấy, Hà Nội","9 Tỷ","70 m²","05/08/2020","19/09/2020","Lê Văn Lương",,,"5","4",,,,"5",,,,
"497031","Nhà riêng","Trung Liệt, Đống Đa, Hà Nội","Trung Liệt, Trung Liệt, Đống Đa, Hà Nội","4,8 Tỷ","160 m²","05/08/2020","19/09/2020","Trung Liệt",,,"4",,,,"Sổ đỏ",,,,,
"497023","Nhà riêng","Quang Trung, Đống Đa, Hà Nội","Chùa Bộc, Quang Trung, Đống Đa, Hà Nội","6,5 Tỷ","56 m²","05/08/2020","19/09/2020","Chùa Bộc",,,"5","4",,,,"4",,,,
"497020","Đất nền khu dân cư","Sài Đồng, Long Biên, Hà Nội","Nguyễn Văn Linh, Sài Đồng, Long Biên, Hà Nội","2 Tỷ","60 m²","05/08/2020","19/09/2020","Nguyễn Văn Linh",,,,,,,,,,,,
"497019","Nhà riêng","Quan Hoa, Cầu Giấy, Hà Nội","Trần Quý Kiên, Quan Hoa, Cầu Giấy, Hà Nội","4,3 Tỷ","41 m²","05/08/2020","19/09/2020","Trần Quý Kiên","3.7","30","4","3","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Truyền hình cáp,Internet","Sổ hồng","4","Gần trường,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"497018","Bất động sản khác","Xuân Canh, Đông Anh, Hà Nội","5, Xuân Canh, Đông Anh, Hà Nội","2,276 Tỷ","61 m²","05/08/2020","19/09/2020","5","4","4",,,,,,,,"Tây-Nam","Tây-Nam",
"497012","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Quan Nhân, Nhân Chính, Thanh Xuân, Hà Nội","4,65 Tỷ","49 m²","05/08/2020","19/09/2020","Quan Nhân","4.5","3","4","3","Bàn ăn,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Bắc","Bắc",
"497011","Nhà riêng","Thịnh Liệt, Hoàng Mai, Hà Nội","Giáp Bát Hoàng Mai Hà Nội","2,65 Tỷ","30 m²","05/08/2020","19/09/2020","Giáp Bát",,,"5","3",,,,"3",,,,
"497009","Nhà riêng","Quan Hoa, Cầu Giấy, Hà Nội","Quan Nhân, Quan Hoa, Cầu Giấy, Hà Nội","4,1 Tỷ","36 m²","05/08/2020","19/09/2020","Quan Nhân","3,7","3","5","5","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"497008","Nhà riêng","Thịnh Liệt, Hoàng Mai, Hà Nội","Giáp Bát Hoàng Mai Hà Nội","2,65 Tỷ","30 m²","05/08/2020","19/09/2020","Giáp Bát",,,"5","3",,,,"3",,,,
"497007","Nhà riêng","Ba Đình, Hà Nội","Ba Đình, Hà Nội","4,2 Tỷ","42 m²","05/08/2020","19/09/2020","Đội Cấn",,,"4","3",,,,"4",,,,
"497006","Nhà mặt phố","Mỹ Đình 1, Nam Từ Liêm, Hà Nội","Mỹ Đình, Mỹ Đình 1, Nam Từ Liêm, Hà Nội","15 Tỷ","110 m²","05/08/2020","19/09/2020","Mỹ Đình",,,,,,,,,,,,
"497005","Đất nền khu dân cư","Trâu Quỳ, Gia Lâm, Hà Nội","Trâu Quỳ, Gia Lâm, Hà Nội","3,7 Tỷ","60 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497004","Nhà mặt phố","Khâm Thiên, Đống Đa, Hà Nội","Ngõ Chợ Khâm Thiên","7,4 Tỷ","67 m²","05/08/2020","19/09/2020","Chợ Khâm Thiên",,,"4","3",,,,"4",,,,
"497001","Nhà riêng","Vĩnh Tuy, Hai Bà Trưng, Hà Nội","Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội","2,45 Tỷ","31 m²","05/08/2020","19/09/2020","Minh Khai",,"3","4",,,,"Sổ đỏ","3",,,,
"496995","Nhà riêng","Đống Đa, Hà Nội","Đống Đa, Hà Nội","4,5 Tỷ","42 m²","05/08/2020","19/09/2020",,"3.6",,"4",,,,"Sổ đỏ",,,"Tây-Bắc",,
"496994","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Quan Nhân","350 Triệu","34 m²","05/08/2020","19/09/2020","Quan Nhân",,,"5","6",,,,"5",,,,
"496993","Nhà mặt phố","Láng Thượng, Đống Đa, Hà Nội","Pháo Đài Láng, Láng Thượng, Đống Đa, Hà Nội","15 Tỷ","67 m²","05/08/2020","19/09/2020","Pháo Đài Láng",,,"6",,,,,"5",,,,
"496992","Nhà mặt phố","Khâm Thiên, Đống Đa, Hà Nội","Ngõ Chợ Khâm Thiên","7,4 Tỷ","67 m²","05/08/2020","19/09/2020","Chợ Khâm Thiên",,,"4","3",,,,"4",,,,
"496986","Nhà riêng","Bạch Mai, Hai Bà Trưng, Hà Nội","Bạch Mai, Hai Bà Trưng, Hà Nội","5,9 Tỷ","60 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496978","Nhà riêng","Trung Liệt, Đống Đa, Hà Nội","Thái Hà, Trung Liệt, Đống Đa, Hà Nội","4,7 Tỷ","78 m²","05/08/2020","19/09/2020","Thái Hà",,,,,,,,,,,,
"496971","Nhà riêng","Long Biên, Hà Nội","Long Biên, Hà Nội","2,65 Tỷ","40 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496969","Nhà mặt phố","Long Biên, Hà Nội","Ngô Gia Tự, Long Biên, Hà Nội","15 Tỷ","145 m²","05/08/2020","19/09/2020","Ngô Gia Tự",,"10","3","3",,,,"4",,,,
"496964","Nhà riêng","Đống Đa, Hà Nội","Đường Láng","4,88 Tỷ","63 m²","05/08/2020","19/09/2020","Thái Thịnh",,,"4","4",,,,"4",,,,
"496952","Nhà riêng","Ngọc Lâm, Long Biên, Hà Nội","1, Ngọc Lâm, Long Biên, Hà Nội","3,3 Tỷ","40 m²","05/08/2020","19/09/2020","1","4.7","4","4","4",,,"Sổ đỏ","4",,,,
"496951","Nhà riêng","Trung Văn, Nam Từ Liêm, Hà Nội","Lương Thế Vinh, Trung Văn, Nam Từ Liêm, Hà Nội","6,1 Tỷ","71,5 m²","05/08/2020","19/09/2020","Lương Thế Vinh","4,4","3,2","3","3",,,"Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Đông-Nam","Đông-Nam",
"496946","Nhà riêng","Ba Đình, Hà Nội","Đội Cấn","5,2 Tỷ","42 m²","05/08/2020","19/09/2020","Đội Cấn",,,"5","5",,,,"4",,,,
"496940","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang, Đại Kim, Hoàng Mai, Hà Nội","3,05 Tỷ","55 m²","05/08/2020","19/09/2020","Kim Giang",,,,,,,"Sổ đỏ",,,,,
"496939","Nhà riêng","Dương Nội, Hà Đông, Hà Nội","la nội hà đông","4,5 Tỷ","60 m²","05/08/2020","19/09/2020",,,,"10","1",,,,"1",,,,
"496936","Nhà riêng","Hạ Đình, Thanh Xuân, Hà Nội","Hạ Đình, Hạ Đình, Thanh Xuân, Hà Nội","4,15 Tỷ","62 m²","05/08/2020","19/09/2020","Hạ Đình",,,,,,,"Sổ đỏ",,,,,
"496935","Nhà riêng","Đống Đa, Hà Nội","hào nam, đống đa","4,3 Tỷ","40 m²","05/08/2020","19/09/2020","Hào Nam",,,"5",,,,,,,,,
"496930","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang, Đại Kim, Hoàng Mai, Hà Nội","3,8 Tỷ","62 m²","05/08/2020","19/09/2020","Kim Giang",,,,,,,"Sổ đỏ",,,,,
"496926","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Khương Đình, Thanh Xuân, Hà Nội","4,3 Tỷ","65 m²","05/08/2020","19/09/2020","Khương Đình",,,,,,,"Sổ đỏ",,,,,
"496922","Nhà biệt thự","Xuân La, Tây Hồ, Hà Nội","Võ Chí Công, Xuân La, Tây Hồ, Hà Nội","23 Tỷ","131 m²","05/08/2020","04/10/2020","Võ Chí Công",,,,,,,,,,,,"Tay Ho Residence"
"496918","Nhà riêng","La Khê, Hà Đông, Hà Nội","La Khê, Hà Đông, Hà Nội","2 Tỷ","31 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496913","Nhà riêng","Cầu Giấy, Hà Nội","Cầu Giấy, Hà Nội","2,7 Tỷ","30 m²","05/08/2020","19/09/2020",,,,,,"Bàn ăn,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"496911","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang, Đại Kim, Hoàng Mai, Hà Nội","5,8 Tỷ","50 m²","05/08/2020","19/09/2020","Kim Giang","3.8","10","4","3",,,,"4",,,,
"496907","Nhà riêng","Trương Định, Hai Bà Trưng, Hà Nội","Trương Định, Trương Định, Hai Bà Trưng, Hà Nội","2,3 Tỷ","32 m²","05/08/2020","19/09/2020","Trương Định",,"6","4","3","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm",,"Sổ đỏ","3",,,,
"496894","Nhà riêng","Mỗ Lao, Hà Đông, Hà Nội","An Hòa, Mỗ lao, Hà Đông","6,5 Tỷ","100 m²","05/08/2020","19/09/2020","An Hòa",,,"5","4",,,,"6",,,,
"496893","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Ngõ 142, Kim Giang, Hoàng Mai, Hà Nội","2,75 Tỷ","32 m²","05/08/2020","19/09/2020","Kim Giang",,,"3","1",,,,"1",,,,
"496887","Đất nền","Đống Đa, Hà Nội","Xã đàn, ô chợ dừa , dống đa , hà nội","4,3001 Tỷ","61 m²","05/08/2020","19/09/2020","Xã Đàn",,,"1","1",,,,"2",,,,
"496874","Đất nền","Hoàng Mai, Hà Nội","Hoàng Mai, Hoàng Văn Thụ, Hà Nội","3,39 Tỷ","50 m²","05/08/2020","19/09/2020",,,,"2","2",,,,"2",,,,
"496873","Nhà mặt phố","Mai Dịch, Cầu Giấy, Hà Nội","Phạm Văn Đồng","21 Tỷ","70 m²","05/08/2020","19/09/2020","Phạm Văn Đồng",,,"7",,,,,"1",,,,
"496872","Đất nền khu dân cư","Gia Lâm, Hà Nội","Gia Lâm, Hà Nội","1,2 Tỷ","40 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496869","Nhà riêng","Yên Sở, Hoàng Mai, Hà Nội","Tam Trinh Yên Sở Hoàng Mai, Hà Nội","3,8 Tỷ","52 m²","05/08/2020","19/09/2020","Tam Trinh",,,"5","1",,,,"1",,,,
"496868","Nhà riêng","Lĩnh Nam, Hoàng Mai, Hà Nội","Lĩnh Nam, Hà Nội","3,45 Tỷ","45 m²","05/08/2020","19/09/2020","Lĩnh Nam",,,"5","4",,,,"5",,,,
"496865","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","kim giang hoang mai hà nội","3,3 Tỷ","43 m²","05/08/2020","19/09/2020","Kim Giang",,,"5","3",,,,"3",,,,
"496862","Nhà riêng","Thanh Nhàn, Hai Bà Trưng, Hà Nội","Thanh Nhàn, Hai Bà Trưng, Hà Nội","7,95 Tỷ","75 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496863","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Hạ, Khương Đình, Thanh Xuân, Hà Nội","3,5 Triệu/m²","46 m²","05/08/2020","19/09/2020","Khương Hạ",,,,,,,"Sổ đỏ",,,,,
"496858","Nhà riêng","Ô Chợ Dừa, Đống Đa, Hà Nội","Hào Nam, Ô Chợ Dừa, Đống Đa, Hà Nội","149 Tỷ","50 m²","05/08/2020","19/09/2020","Hào Nam",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"496856","Căn hộ Cao cấp","Việt Hưng, Long Biên, Hà Nội","Đoàn Khuê, Việt Hưng, Long Biên, Hà Nội","1,6 Tỷ","62 m²","05/08/2020","22/08/2020","Đoàn Khuê",,,"10",,,,,"2",,,,"Valencia Garden"
"496852","Nhà riêng","Hai Bà Trưng, Hà Nội","Ngõ 559 Kim Ngưu, Hai Bà Trưng","6,9 Tỷ","65 m²","05/08/2020","19/09/2020","Kim Ngưu",,,"2","2",,,,"2",,,,
"496851","Nhà riêng","Bạch Mai, Hai Bà Trưng, Hà Nội","Bạch Mai, Hai Bà Trưng, Hà Nội","5,9 Tỷ","60 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496850","Nhà mặt phố","Quan Hoa, Cầu Giấy, Hà Nội","Dương Quảng hàm Cầu Giấy hà Nội","5,1 Tỷ","50 m²","05/08/2020","19/09/2020","Dương Quảng Hàm",,,"5","4",,,,"4",,,,
"496846","Nhà riêng","Trung Hòa, Cầu Giấy, Hà Nội","Trung Kính, Trung Hòa, Cầu Giấy, Hà Nội","7,3 Tỷ","64 m²","05/08/2020","19/09/2020","Trung Kính",,,,,,,"Sổ đỏ",,,,,
"496845","Nhà riêng","Hai Bà Trưng, Hà Nội","Ngõ 559 Kim Ngưu, Hai Bà Trưng","6,9 Tỷ","68 m²","05/08/2020","19/09/2020","Kim Ngưu",,,"2","2",,,,"2",,,,
"496841","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","khương hạ thanh xuân hà nội","3,4 Tỷ","42 m²","05/08/2020","19/09/2020","Khương Hạ",,,"5","3",,,,"3",,,,
"496840","Nhà mặt phố","Mai Dịch, Cầu Giấy, Hà Nội","Hồ Tùng Mậu","3,8 Tỷ","42 m²","05/08/2020","19/09/2020","Hồ Tùng Mậu",,,"5","4",,,,"4",,,,
"496839","Nhà riêng","Kiến Hưng, Hà Đông, Hà Nội","ĐA SỸ KIẾN HƯNG HÀ ĐÔNG Hà Nội","2,9 Tỷ","37 m²","05/08/2020","19/09/2020",,,,"4","2",,,,"4",,,,
"496838","Căn hộ trung cấp","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","26,5 Triệu/m²","90 m²","05/08/2020","19/09/2020",,,,,"2","Sàn gỗ/đá,Trần thả,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ hồng","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,"Golden Field"
"496834","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Khương Đình, Thanh Xuân, Hà Nội","3,05 Tỷ","48 m²","05/08/2020","19/09/2020","Khương Đình",,,,,,,"Sổ đỏ",,,,,
"496833","Nhà riêng","Thanh Nhàn, Hai Bà Trưng, Hà Nội","Thanh Nhàn, Hai Bà Trưng, Hà Nội","7,95 Tỷ","75 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496829","Căn hộ Cao cấp","Nam Từ Liêm, Hà Nội","Nam Từ Liêm, Hà Nội","26,5 Triệu/m²","90 m²","05/08/2020","19/09/2020",,,,,"2","Sàn gỗ/đá,Trần thả,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ hồng","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,"Golden Field"
"496828","Nhà riêng","Mai Dịch, Cầu Giấy, Hà Nội","Doãn Kế Thiện, Mai Dịch, Cầu Giấy, Hà Nội","8 Tỷ","50 m²","05/08/2020","19/09/2020","Doãn Kế Thiện","4",,"5",,,,"Sổ đỏ",,,,,
"496825","Nhà riêng","Hàng Bột, Đống Đa, Hà Nội","Tôn Đức Thắng, Hàng Bột, Đống Đa, Hà Nội","6 Tỷ","75 m²","05/08/2020","19/09/2020","Tôn Đức Thắng","4","3","5","5","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy",,"5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"496819","Nhà mặt phố","Hà Đông, Hà Nội","Hà Đông, Hà Nội","4,05 Tỷ","50 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496813","Nhà riêng","Đống Đa, Hà Nội","Thái Hà","12,9 Tỷ","50 m²","05/08/2020","19/09/2020","Thái Hà",,,"6","3",,,,"3",,,,
"496812","Nhà riêng","Trung Hòa, Cầu Giấy, Hà Nội","Trung Kính, Trung Hòa, Cầu Giấy, Hà Nội","2,9 Tỷ","33 m²","05/08/2020","19/09/2020","Trung Kính",,"3","5","3","Bàn ăn,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy","Sổ đỏ","3",,,,
"496810","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Hoàng Văn Thái- Khương Mai- Thanh Xuân","7,2 Tỷ","50 m²","05/08/2020","19/09/2020","Hoàng Văn Thái",,,"5","6",,,,"5",,,,
"496809","Nhà riêng","Thanh Xuân Nam, Thanh Xuân, Hà Nội","Triều Khúc, Thanh Xuân Nam, Thanh Xuân, Hà Nội","2,9 Tỷ","35 m²","05/08/2020","19/09/2020","Triều Khúc",,,,,,,"Sổ đỏ",,,,,
"496804","Nhà mặt phố","Đống Đa, Hà Nội","Nguyễn Khuyến Đống Đa Hà Nội","18 Tỷ","78 m²","05/08/2020","19/09/2020","Nguyễn Khuyến",,,"2","1",,,,"3",,,,
"496796","Nhà riêng","Ba Đình, Hà Nội","Ba Đình, Hà Nội","4,85 Tỷ","58 m²","05/08/2020","19/09/2020",,"10","2,5","5","5",,,"Sổ đỏ","6","Gần trường,Gần nhà trẻ,Gần chợ",,,
"496795","Nhà mặt phố","Điện Biên, Ba Đình, Hà Nội","Nguyễn Thái Học, Điện Biên, Ba Đình, Hà Nội","30 Tỷ","72 m²","05/08/2020","04/10/2020","Nguyễn Thái Học",,"25","9","5",,,,"6",,"Đông-Nam",,
"496791","Căn hộ Cao cấp","Đông Ngạc, Bắc Từ Liêm, Hà Nội","Đông Ngạc, Bắc Từ Liêm, Hà Nội","4,3 Tỷ","104,8 m²","05/08/2020","19/09/2020",,,,,"2","Sàn gỗ/đá,Trần thả,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,"Đông-Bắc",
"496790","Nhà riêng","Phú La, Hà Đông, Hà Nội","Lê Trọng Tấn, Phú La, Hà Đông, Hà Nội","8,668 Tỷ","83 m²","05/08/2020","19/09/2020","Lê Trọng Tấn","5","12","5","6","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","6","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"496787","Nhà riêng","Ba Đình, Hà Nội","Ngõ 6 Vạn Phúc Ba Đình Hà Nội","9,7 Tỷ","156 m²","05/08/2020","19/09/2020","Vạn Bảo",,,"4","2",,,,"4",,,,
"496786","Nhà riêng","Phú Lãm, Hà Đông, Hà Nội","Huyền Kỳ, Phú Lãm, Hà Đông, Hà Nội","1,7 Tỷ","33 m²","05/08/2020","19/09/2020","Huyền Kỳ","3.5",,"4","2",,,,"4",,,,
"496783","Nhà riêng","Thượng Thanh, Long Biên, Hà Nội","Thượng Thanh, Thượng Thanh, Long Biên, Hà Nội","285 Tỷ","52 m²","05/08/2020","19/09/2020","Thượng Thanh",,,,,,,"Sổ đỏ",,,,,
"496780","Nhà riêng","Quang Trung, Đống Đa, Hà Nội","Quang Trung, Đống Đa, Hà Nội","4,65 Tỷ","76 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"496778","Căn hộ trung cấp","Phú Diễn, Bắc Từ Liêm, Hà Nội","Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội","3,9 Tỷ","160 m²","05/08/2020","19/09/2020","Hồ Tùng Mậu",,,,"2","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ hồng","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Gần chợ","Tây-Bắc","Đông-Nam","Goldmark City"
